FID	IID	SuperPop
Y021	NA18879	AFR
Y022	NA18881	AFR
Y023	NA18855	
Y023	NA18856	AFR
Y023	NA18857	
Y024	NA18861	AFR
Y024	NA18862	
Y024	NA18863	
Y080	NA19105	
Y025	NA18907	AFR
Y025	NA19252	
Y025a	NA18908	AFR
Y026	NA18864	AFR
Y026	NA18865	AFR
Y027	NA18909	AFR
Y027	NA18910	AFR
Y027	NA18911	
Y028	NA18912	AFR
Y028	NA18913	
Y028	NA18914	
Y029	NA18915	AFR
Y030	NA18916	AFR
Y030	NA18917	AFR
Y030	NA18930	
Y033	NA18923	AFR
Y033	NA18924	AFR
Y033	NA18925	
Y035	NA19197	AFR
Y035	NA19198	AFR
Y035	NA19199	
Y036	NA18933	AFR
Y036	NA18934	AFR
Y036	NA18935	
Y039	NA19184	AFR
Y039	NA19185	AFR
Y039	NA19186	
Y040	NA19092	AFR
Y040	NA19093	AFR
Y040	NA19094	
Y041	NA19095	AFR
Y041	NA19096	AFR
Y041	NA19097	
Y042	NA19101	
Y042	NA19102	AFR
Y042	NA19103	
Y043	NA19137	AFR
Y043	NA19138	AFR
Y043	NA19139	
Y044	NA19175	AFR
Y044	NA19176	
Y044	NA19177	
Y045	NA19200	AFR
Y045	NA19201	AFR
Y045	NA19202	
Y047	NA19171	AFR
Y047	NA19172	AFR
Y047	NA19173	
Y048	NA19203	
Y048	NA19204	AFR
Y048	NA19205	
Y049	NA19166	
Y050	NA19209	AFR
Y050	NA19210	AFR
Y050	NA19211	
Y051	NA19206	AFR
Y051	NA19207	AFR
Y051	NA19208	
Y056	NA19159	AFR
Y056	NA19160	AFR
Y056	NA19161	
Y057	NA19224	
Y057	NA19225	AFR
Y057	NA19226	
Y058	NA19221	
Y058	NA19222	AFR
Y058	NA19223	AFR
Y060	NA19116	AFR
Y060	NA19119	AFR
Y060	NA19120	
Y061	NA19121	AFR
Y061	NA19122	
Y061	NA19123	
Y062	NA19254	
Y071	NA19140	
Y071	NA19141	AFR
Y071	NA19142	
Y072	NA19152	AFR
Y072	NA19153	AFR
Y072	NA19154	
Y073	NA19149	AFR
Y073	NA19150	
Y073	NA19151	
Y074	NA19143	AFR
Y074	NA19144	AFR
Y074	NA19145	
Y075	NA19146	AFR
Y075	NA19147	AFR
Y075	NA19148	
Y077	NA19127	
Y077	NA19128	
Y077	NA19129	AFR
Y079	NA19113	AFR
Y079	NA19114	AFR
Y079	NA19115	
Y080	NA19104	
Y092	NA19256	AFR
Y092	NA19257	AFR
Y092	NA19258	
Y100	NA19117	AFR
Y100	NA19118	AFR
Y100	NA19174	
Y101	NA19130	AFR
Y101	NA19131	AFR
Y101	NA19132	
Y105	NA19098	AFR
Y105	NA19099	AFR
Y105	NA19100	
Y108	NA19195	
Y108	NA19196	
Y110	NA19213	AFR
Y110	NA19214	AFR
Y110	NA19215	
Y111	NA19189	AFR
Y111	NA19190	AFR
Y111	NA19191	
Y116	NA19235	AFR
Y116	NA19236	AFR
Y116	NA19237	
Y117	NA19238	AFR
Y117	NA19239	AFR
Y117	NA19240	
Y120	NA19247	AFR
Y120	NA19248	AFR
Y120	NA19249	
